ssignment,Organization Name,Organization Address
F44B2A,Cisco SPVTG,5030 Sugarloaf Parkway Lawrenceville GA US 30044 
3C8CF8,"TRENDnet, Inc.",20675 Manhattan Place Torrance CA US 90501 
78D6B2,Toshiba,"2-9,Suehiro-Cho Ome Tokyo JP 1988710 "
C04A09,"Zhejiang Everbright Communication Equip. Co,. Ltd",291# Wei 19th Rd. Wenzhou Zhejiang CN 325600 
F00D5C,"JinQianMao  Technology Co.,Ltd.","58#,Jiangbin Road,Taijiang District Fuzhou Fujian CN 350009 "
2C081C,OVH,"2, rue Kellermann Roubaix Nord FR 59100 "
30E090,"Linctronix Ltd,","​9F-1, No.66, Chongqing Rd., Banqiao Dist., China TW 22063 "
70BF3E,Charles River Laboratories,1023 Wappoo Road Suite 43B Charleston SC US 29407 
D848EE,"Hangzhou Xueji Technology Co., Ltd.","Room 1902, Tower D, West Intime City Hangzhou Zhejiang CN 310012 "
88947E,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
88C242,Poynt Co.,490 S. California Avenue Palo Alto California US 94306 
E8343E,"Beijing Infosec Technologies Co., LTD.","Floor 4, Tower C, Global Finance and News Center Beijing Beijing CN 100052 "
C4ADF1,GOPEACE Inc.,"Woolim Bldg B-916, 14 Sagimakgol-ro 45beon-gil, Jungwon-gu Seongnam Gyeonggi KR 13209 "
58F496,Source Chain,#407-4 eBIZ.Center Seoul seoul KR ASI|KR|KS013|SEOUL 
80B709,"Viptela, Inc","1740 Technology Drive, Ste#500 San Jose California US 95110 "
1C60DE,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.","Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan Shenzhen Guangdong CN 518057 "
741865,"Shanghai DareGlobal Technologies Co.,Ltd",22F NO.1555 Kongjiang RD  Shanghai CN 200092 
0084ED,Private,
DCDC07,TRP Systems BV,Televisieweg 159 1322 BH  Almere Almere - NL - 
080A4E,Planet Bingo® — 3rd Rock Gaming®,75190 Gerald Ford Dr. Palm Desert CA US 92211 
0C1A10,Acoustic Stream,3213 W Wheeler Street Seattle WA US 98199 
E4A387,Control Solutions LLC,2520 Diehl Rd Aurora IL US 60502 
DC82F6,iPort,236 Calle Pintoresco San Clemente CA US 92672 
C49E41,G24 Power Limited,South Lake Drive Newport Gwent GB NP10 8AS 
D03E5C,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
C8A9FC,Goyoo Networks Inc.,"Building D, Kelin Blocks, No.107, Dongsi North St, Beijing Beijing CN 100007 "
C49FF3,"Mciao Technologies, Inc.","Room304, Building 1, No.288 Qiuyi Rd., Binjiang District Hangzhou Zhejiang CN 310052 "
80739F,KYOCERA Corporation,2-1-1 Kagahara Yokohama-shi Kanagawa JP 224-8502 
7C2BE1,"Shenzhen Ferex Electrical Co.,Ltd","Block 2,Jiuzhou Industrial Park,Gongming Shenzhen Guangdong CN 518107 "
30FFF6,"HangZhou KuoHeng Technology Co.,ltd","No.368,Wangjiali,Chang'ancun Industrial Park,Wenyan Town, Xiaoshan District, Hangzhou, CHina HangZhou ZheJiang CN 311258 "
5853C0,"Beijing Guang Runtong Technology Development Company co.,Ltd","Beijing city Haidian District North Third Ring Road 48, Beijing science and Technology Exhibition Center 1 building B block, room 18H Beijing Bejing CN 100000 "
5031AD,ABB Global Industries and Services Private Limited,"21st floor, World Trade Center Bangalore Karnataka IN 560055 "
30A243,"Shenzhen Prifox Innovation Technology Co., Ltd.","Room B905, Bldg 4, Software Industry Park, Shenzhen Guangdong Province  518057 "
2CA539,"Parallel Wireless, Inc",1 Tara Blvd Nashua NH US 03062 
FC335F,Polyera,8045 Lamon Avenue Skokie IL US 60077 
A8C87F,"Roqos, Inc.",1775 Greensboro Station Place Mclean Virginia US 22102 
C025A2,"NEC Platforms, Ltd.",2-3 Kandatsukasamachi Chiyodaku Tokyo JP 101-8532 
7853F2,ROXTON Ltd.,15 Ostapovsky proezd Moscow Moscow RU 109316 
ACBC32,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
94BBAE,Husqvarna AB,Drottninggatan 2 Huskvarna Sweden SE 56131 
AC8995,AzureWave Technology Inc.,"8F., No. 94, Baozhong Rd. New Taipei City Taiwan TW 231 "
F898B9,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
1C497B,"Gemtek Technology Co., Ltd.","No. 1 Jen Ai Road Hsinchu Industrial Park Hukou, Hsinchu 30352 TAIWAN, REPUBLIC OF CHINA Hsinchu TAIWAN TW 30352 "
2CCF58,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
54FF82,Davit Solution co.,"103-301,Geudaegapremier,21 Deagyeong-Daero 1484beon-Gil Suwon-Si Gyeonggi-Do KR KS002 "
D445E8,"Jiangxi Hongpai Technology Co., Ltd.","5th Floor,C Region, Zhejiang University Science Park,No. 698, Nanchang Jiangxi CN 330096 "
847973,"Shanghai Baud Data Communication Co.,Ltd.",NO.123 JULI RD PUDONG ZHANGJIANG HIGH-TECH PARK SHANGHAI CN 201203 
906F18,Private,
881B99,SHENZHEN XIN FEI JIA ELECTRONIC CO. LTD.,"#4 BULIDING, HIGH TECH INDUSTRIAL PARK, HE PING COMMUNITY GUANGDONG N/A CN 518000 "
681295,Lupine Lighting Systems GmbH,Winnberger Weg 11 Neumarkt Bavaria DE 92318 
649A12,P2 Mobile Technologies Limited,"Unit 708, 7/F, Bio-Informatics Centre, No.2 Science Park West Avenue, Hong Kong Hong Kong HK 00000 "
E4C2D1,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
DC3CF6,Atomic Rules LLC,287 Chester Rd Auburn NH US 03032 
3C3178,Qolsys Inc.,1900 The Alameda San Jose Ca US 95126 
F4573E,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
083A5C,"Junilab, Inc.","#205 107 Gyounggyo-Ro, Yeongtong-Gu, Suwon Suwon Gyeonggi-Do KR 443-766 "
4CAE31,ShengHai Electronics (Shenzhen) Ltd,"Block 17&18,Hui Ming Ying Industry,YanChuan,SongGang Shenzhen Guangdong CN 518105 "
F0D657,ECHOSENS,30 Place d'Italie PARIS 13 Ile de France FR 75013 
24693E,innodisk Corporation,"5F., No. 237, Sec. 1, Datong Rd., Xizhi Dist. New Taipei City Taiwan TW 221 "
E48D8C,Routerboard.com,Mikrotikls SIA Riga Riga LV LV1009 
C0DC6A,"Qingdao Eastsoft Communication Technology Co.,LTD","Shandong QINGDAO, No. 16A, Shangqing Road, Shibei District QINGDAO Shandong CN 266023 "
6459F8,Vodafone Omnitel B.V.,"VIA JERVIS, 13 10015 IVREA (TO)   IT  "
082CB0,Network Instruments,10701 Red Circle Dr Minnetonka Minnesota US 55343 
F0AB54,"MITSUMI ELECTRIC CO.,LTD.","2-11-2, Tsurumaki Tama-shi Tokyo JP 206-8567 "
485073,Microsoft Corporation,1 Microsoft Way Redmond Washington FI 98052 
3CA31A,Oilfind International LLC,"12651 Briar Forest Dr, Suite 151 Houston Texas US 77077 "
A424DD,Cambrionix Ltd,St Johns Innovation Centre Cambridge Cambridgeshire GB CB4 0WS 
88A2D7,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
D89A34,"Beijing SHENQI Technology Co., Ltd.",No.6 Shang Di West Road  Haidian District Beijing CN 100085 
1CADD1,"Bosung Electronics Co., Ltd.","74-12, Saemaeul-ro. Gumi-si Gyeongsangbuk-do KR 730-930 "
24E5AA,"Philips Oral Healthcare, Inc.",22100 Bothell Everett Hwy Bothell WA US 98021 
88CBA5,"Suzhou Torchstar Intelligent Technology Co.,Ltd","Rm1704B,Business Building, No.181, Cuiyuan Rd.,SIP Suzhou Jiangsu Province CN 215000 "
046169,"MEDIA GLOBAL LINKS CO., LTD.","580-16, Horikawa-cho Kawasaki Kanagawa JP 212-0013 "
AC562C,LAVA INTERNATIONAL(H.K) LIMITED,UNIT L 1/F MAU LAM COMM BLDG 16-18 Hong Kong  CN  
3CCE15,"Mercedes-Benz USA, LLC",One Mercedes Drive Montvale NJ US 07645 
84DF19,Chuango Security Technology Corporation,"6-17, Overseas Students Pioneer Park, Fuzhou Fujian CN 350015 "
3C4711,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
245BF0,"Liteon, Inc.","3001 Summit Avenue, Suite 400 Plano Tx US 75074 "
FCFEC2,Invensys Controls UK Limited,401 Southway Drive Plymouth Devon GB Pl6 6QT 
E8F2E2,LG Innotek,"26, Hanamsandan 5beon-ro Gwangju Gwangsan-gu KR 506-731 "
AC676F,Electrocompaniet A.S.,Breivikveien 7 Tau Rogaland NO 4120 
4CB82C,"Cambridge Mobile Telematics, Inc.","One Broadway, 14th Floor Cambridge MA US 02142 "
F0224E,Esan electronic co.,D&I Building 2nd floor Gun-Po Kyunggido KR 435-862 
B0411D,ITTIM Technologies,"B1606, No.6, Zhongguancun South Street, Beijing Beijing CN 100086 "
7CB25C,Acacia Communications,3 Clock Tower Place Maynard MA US 01754 
78EB39,Instituto Nacional de Tecnología Industrial,Av. Gral. Paz 5445 San Martín Buenos Aires AR 1650 
7CC95A,EMC,176 South Street Hopkinton MA US 01748 
ECEED8,"ZTLX Network Technology Co.,Ltd","Unit 703,No 77,CuShaHuan ZhuHai GuangDong CN 519000 "
F85B9C,"SB SYSTEMS Co.,Ltd","2F Ventureforum, 323, Pangyo-ro, Bundang-gu Seongnam-si Gyeonngi-do KR 453-400 "
7CA237,"King Slide Technology CO., LTD.","No. 6, Luke 9th Rd., Kaohsiung Taiwan TW 82151 "
300EE3,Aquantia Corporation,700 Tasman Drive Milpitas CA US 95035 
847303,Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.,"5th floor,Hongchengxintai building,No.105,Yaojiayuan Road,Chaoyang District,Beijing Beijing Chaoyang CN 100025 "
B0495F,"OMRON HEALTHCARE Co., Ltd.","53, Kunotsubo, Terado-cho Muko Kyoto JP 6170002 "
BC6E64,Sony Mobile Communications AB,Nya Vattentornet Lund SE SE 22128 
F44713,"Leading Public Performance Co., Ltd.",137/77-78 Moo 1 Nanthanagarden Soi 12 Pathum-Rangsit Road Banklang Muang Pathumthani 12000 Thailand Pathumthani Pathumthani TH 12000 
D4522A,TangoWiFi.com,TangoWiFi Team Beijing Beijing CN 100022 
B0ECE1,Private,
407FE0,Glory Star Technics (ShenZhen) Limited,"4/f, West Block, Xi Li Village, Xin Wu Industry Bldg., Nan Shan District, ShenZhen, China Shenzhen China CN  "
BC5C4C,"ELECOM CO.,LTD.","11F Tokyubancho Bldg. 6-2, Chiyoda-ku Tokyo JP 102-0081 "
6C5940,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.","Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan Shenzhen Guangdong CN 518057 "
6CA75F,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
C8C50E,"Shenzhen Primestone Network Technologies.Co., Ltd.","Room 705,Complex Building, Tsinghua Hi-Tech Park Shenzhen Guangdong CN 518057 "
9CBEE0,"Biosoundlab Co., Ltd.","(Sangdaewon-dong, Sunil Technopia 907-908ho) Jungwon-gu Seongnam-si Gyeonggi-do, KR 462726 "
5C5B35,"Mist Systems, Inc.",4410 El Camino Real Los Altos CA US 94022 
E807BF,"SHENZHEN BOOMTECH INDUSTRY CO.,LTD","Floor 6 East, Bldg 6, Yusheng Industrial Area, Xixiang, Bao'an District Shenzhen Guangdong CN 518000 "
E8162B,"IDEO Security Co., Ltd.","1404, Seoul Forest IT Valley, 77, Seongsuil-ro Seongdong-gu, SEOUL KR 133-822 "
709F2D,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
ECE2FD,"SKG Electric Group(Thailand) Co., Ltd.","3F,The Second Building,Sanhe village , Longhua Rd, Baoan Dist., Shenzhen, China Shenzhen Guangdong CN 518301 "
88E603,Avotek corporation,"9-17, Dongil-ro 174-gil, Nowon-gu, Seoul Seoul Seoul KR 139-808 "
74E28C,Microsoft Corporation,1 Microsoft Way Redmond Washington FI 98052 
94F19E,"HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD",China Guangdong Huizhou Huizhou Guangdong CN 516000 
C4924C,"KEISOKUKI CENTER CO.,LTD.",2-6-7 SAKANE KAWANISHI-CITY HYOGO JP 666-0021 
E4F939,Minxon Hotel Technology INC.,"3F, No.37, Dongxing Rd., Xinyi Dist. Taipei Taiwan TW 11070 "
38C70A,WiFiSong,"Rm. 605, Building 3, No. 75 Wenyi West Road Hangzhou Zhengjiang CN 310012 "
60E6BC,"Sino-Telecom Technology Co.,Ltd.","6F, Building 2, No.115, Lane 1276 Nanle Rd   CN 201613 "
486EFB,"Davit System Technology Co., Ltd.","#304 Hanlim Human Tower, LS-Ro 172 Gunpo-si Gyeonggi-Do KR 435-824 "
340A22,TOP-ACCESS ELECTRONICS CO LTD,"No. 2 Building  MingZhi Street BaoAn District,ShenzheN CN 518131 "
B008BF,"Vital Connect, Inc.",900 E HAMILTON AVE STE 500 CAMPBELL CA US 95008-0667 
485415,NET RULES TECNOLOGIA EIRELI,"Rua Madre Cabrini, 240 - 7°andar São Paulo São Paulo BR 04020000 "
70C76F,INNO S,"215beon-gil, 119 Guri-si Gyeonggi-do KR 471-060 "
704E66,"SHENZHEN FAST TECHNOLOGIES CO.,LTD","Room 202,Building No.5,Section 30,No.2 of Kefa Road,Nanshan District,Shenzhen,P.R.China Shenzhen Guangdong CN 518057 "
409B0D,"Shenzhen Yourf Kwan Industrial Co., Ltd","MCN Edifice 5D, R1 Building, No.21 4th Hi-tech Road South, High-tech Industrial Park(south) Shenzhen Guangdong CN 518057 "
C40880,"Shenzhen UTEPO Tech Co., Ltd.","5/F Western Block, M-8 Building, Shenzhen Guangdong CN 518057 "
94C038,Tallac Networks,6528 Lonetree Blvd. Rocklin CA US 95765 
801967,"Shanghai Reallytek Information Technology  Co.,Ltd","906 Room,No.1 Building,No.3000 Longdong Avenue  Shanghai CN 201203 "
6836B5,"DriveScale, Inc.",530 Lakeside Dr. #190 Sunnyvale CALIFORNIA US 94085 
2CF7F1,Seeed Technology Inc.," 5th Floor, 8th Building, Shiling industrial Park, XiLi Town, NanShan dist. Shenzhen ShenZhen GuangDong CN 518055 "
F88479,"Yaojin Technology(Shenzhen)Co.,Ltd","Yaojin Park, Shui Tian No.4 Industrial Area ShiYan Tow, SHENZHEN GUANGDONG CN 518108 "
4C48DA,"Beijing Autelan Technology Co.,Ltd","1-4F, 3rd Area, 9#Building Zhongguancun Software Park  Beijing CN 100193 "
90179B,Nanomegas,BD Ed.Machtens 79/22 BXL Molenbeek BE 1080 
3077CB,"Maike Industry(Shenzhen)CO.,LTD","Maike Industrial Garden, Sanwei village, Shenzhen Guangdong CN 518100 "
3428F0,ATN International Limited,"4210, Office Tower, Convention Plaza Hong Kong Hong Kong HK 00000 "
EC3C5A,"SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD","5A 6FLOOR, BLOCK C12, FUYUAN INDUSTRIAL AREA, ZHOU SHI ROAD, SHENZHEN GUANGDONG CN 518102 "
8C0551,Koubachi AG,Technoparkstrasse 1 Zurich Zurich CH 8005 
D88466,Extreme Networks,145 Rio Robles San Jose CA US 95134 
E887A3,Loxley Public Company Limited,"102 Na Ranong Road, Klongtoey,  Bangkok TH 10110 "
10FACE,"Reacheng Communication Technology Co.,Ltd","Building No.5-401, Pu Dong New District, Shanghai CN 201203 "
D8CB8A,"Micro-Star INTL CO., LTD.","No.69, Lide St., New Taipei City Taiwan TW 235 "
A8D0E3,Systech Electronics Ltd.,"Lever Tech Centre, 69-71 King Yip Street,   HK 852 "
8463D6,Microsoft Corporation,1 Microsoft Way Redmond Washington FI 98052 
78B3B9,"ShangHai sunup lighting CO.,LTD","RM2508,Building 2,1077# Zu Chong Zhi Rd,Zhang Jiang Hi-Tech Park,Pudong New Area,ShangHai,China shanghai shanghai CN 201203 "
F4EE14,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.","Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan Shenzhen Guangdong CN 518057 "
186571,"Top Victory Electronics (Taiwan) Co., Ltd.","14F,No.166,Jian 1st Rd New Taipei City Taiwan TW 23511 "
F8BC41,Rosslare Enterprises Limited,Flat 912 Wing Fat Industrial Building Kowloon Bay Kowloon HK  
8486F3,Greenvity Communications,673 S. Milpitas Blvd Suite 204 Milpitas California US 95035 
205CFA,"Yangzhou ChangLian Network Technology Co,ltd.","No.60, Shangfang Temple Road Yangzhou City Jiangsu CN 225000 "
8C18D9,"Shenzhen RF Technology Co., Ltd","5/F,Building 4,Baokun Science and Technology Industial Park Baoan Guangdong CN 518100 "
6099D1,Vuzix / Lenovo,2166 Brighton Henrietta Town Line Road Rochester NY US 14623 
34F6D2,"Panasonic Taiwan Co.,Ltd.","579,Yuan Shan Road New Taipei Taiwan  235 "
DC2F03,"Step forward Group Co., Ltd.",1/3 Park Village Rama2 Floor 2   C2-2 Bangkok Bangkok TH 10150 
582136,"KMB systems, s.r.o.",Dr. M. Horakove 559 Liberec Czech Republic CZ 46006 
00AEFA,"Murata Manufacturing Co., Ltd.","1-10-1, Higashikotari Nagaokakyo-shi Kyoto JP 617-8555 "
5CAAFD,"Sonos, Inc.",223 E. De La Guerra Street Santa Barbara CA US 93101 
8CDF9D,NEC Corporation,"7-1, Shiba 5-chome, Tokyo Tokyo JP 108-8001 "
F8E903,D-Link International,"1 Internal Business Park, #03-12,The Synergy, Singapore Singapore Singapore SG 609917 "
6828F6,"Vubiq Networks, Inc.",9231 Irvine Blvd. Irvine California US 92618 
44356F,Neterix,The Printworks Chester Cheshire GB CH1 4RN 
742EFC,"DirectPacket Research, Inc,",909 Lake Carolyn Parkway Irving Texas US 75039 
20C06D,"SHENZHEN SPACETEK TECHNOLOGY CO.,LTD","3F, NO.2, ChaXiSanWei Industrial Park, Gushu Community, XiXiang Street, BaoAn District ShenZhen GuangDong  518100 "
3CB792,"Hitachi Maxell, Ltd., Optronics Division","5030 Totsuka-cho, Totsuka-ku Yokohama Kanagawa JP 244-0003 "
7491BD,"Four systems Co.,Ltd.",608-608/7 Ramintra Road Kannayao Bangkok Bangkok TH 10230 
D43266,Fike Corporation,704 SW 10th Street Blue Springs MO US 64015 
948E89,INDUSTRIAS UNIDAS SA DE CV,CARRETERA PANAMERICANA PASTEJE JOCOTITLAN ESTADO DE MEXICO MX 50700 
9405B6,Liling FullRiver Electronics & Technology Ltd,FullRiver Industrial Area Economic Development Zone HuNan Province  CN 412200 
382C4A,ASUSTek COMPUTER INC.,"15,Li-Te Rd., Peitou, Taipei 112, Taiwan Taipei Taiwan TW 112 "
74547D,Cisco SPVTG,5030 Sugarloaf Parkway Lawrenceville GA US 30044 
D48F33,Microsoft Corporation,1 Microsoft Way Redmond Washington FI 98052 
1CA2B1,ruwido austria gmbh,Koestendorferstrasse 8 Neumarkt a.W. Salzburg AT 5202 
945493,"Rigado, LLC","2601 25th ST SE, STE 200 Salem OR US 97302 "
34B7FD,"Guangzhou Younghead Electronic Technology Co.,Ltd","Room 206,Wenzhenxin Building,Block 3, No.2 Kefa RD,Hi-Tech Park, Nanshan District, Shenzhen,China Shenzhen Guangdong CN 518052 "
384B76,AIRTAME ApS,Vestergade 20C Copenhagen C Copenhagen DK 1456 
1C5216,"DONGGUAN HELE ELECTRONICS CO., LTD","Lijiangwei Group, Dongguan City Guangdong CN 86 "
34029B,CloudBerry Technologies Private Limited,"209, S.C.O. - 11, SECTOR 7 CHANDIGARH Punjab IN 160019 "
70AF25,"Nishiyama Industry Co.,LTD.",177-2 Fuji Shizuoka JP 419-0205 
B47C29,"Shenzhen Guzidi Technology Co.,Ltd","South 6/F,Yingtang Building,No.5 Kejiyuan Road,Nanshan District,Shenzhen City,Guangdong Province,P.R. China Shenzhen Guangdong CN 518000 "
2C1A31,Electronics Company Limited,"Units 12,15&16,8/F,Metro Centre 2 Kowloon Bay HongKong CN 852 "
6C198F,D-Link International,"1 Internal Business Park, #03-12,The Synergy, Singapore Singapore Singapore SG 609917 "
60C1CB,"Fujian Great Power PLC Equipment Co.,Ltd","6/F.Bld.34.Zone C.Software Park Fuzhou Fujian,China CN 350003 "
686E48,"Prophet Electronic Technology Corp.,Ltd","9F ,3 Building,No 1535,Hongmei Road ,Xuhui District Shanghai Shanghai CN 200233 "
30F7D7,"Thread Technology Co., Ltd","4F, A Block, CYG, No.2,Mid GaoXin Shenzhen GuangDong CN 518055 "
3808FD,Silca Spa,"Via Podgora, 20 (Z.I.) Vittorio Veneto TV IT 31029 "
7C2587,chaowifi.com,No. 502 1th Building TaiHe Square HangZhou QianJiangRoad CN 310002 
2012D5,Scientech Materials Corporation,"No.7, Hejiang 2nd Rd., Chungli , Taoyuan Hsien 320, Taiwan Taoyuan Hsien Chungli TW 320 "
DC3979,Skyport Systems,280 Hope Street Mountain View CA US 94041 
EC1D7F,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
AC11D3,Suzhou HOTEK  Video Technology Co. Ltd,"No.78,Keling Road,Suzhou National new and hi-tech industrial Development zone Suzhou Jiangsu CN 215200 "
304225,BURG-WÄCHTER KG,Altenhofer Weg 15 Wetter NRW DE 58300 
1C4840,IMS Messsysteme GmbH,Dieselstr. 55 Heiligenhaus NRW DE D-42579 
F42853,Zioncom Electronics (Shenzhen) Ltd.,"A1&A2 Building,Lantian Technology Park, Xinyu Road, Xingqiao Henggang Block, Shajing Street, Baoan District Shenzhen Guangdong CN 518000 "
3C46D8,"TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan Shenzhen Guangdong CN 518057 "
6C0273,"Shenzhen Jin Yun Video Equipment Co., Ltd.","4th floor, 78th, Matou Road Shenzhen Guangdong CN 518000 "
F0761C,"COMPAL INFORMATION (KUNSHAN) CO., LTD.","NO. 15, THE 3RD Street KUNSHAN EXPORT PROCESSING ZONE KUNSHAN SUZHOU CN 215300 "
F42833,MMPC Inc.,"#F313, KAIST-ICC, 193 Munjiro Yuseong-gu Daejeon Daejeon KR 305-732 "
244F1D,iRule LLC,1555 Broadway St Detroit MI US 48226 
BC9CC5,"Beijing Huafei Technology Co., Ltd.","2 floor, Research building, Guanghua Pioneer Park, No.18, Anningzhuang East Rd, Haidian District, Beijing, China. Beijing Beijing CN 100085 "
505065,TAKT Corporation,2762-8 Chino-City Nagano-Pref. JP 391-0001 
A4A4D3,Bluebank Communication Technology Co.Ltd,"No.13-2.Jiang Ying Road,  Chongqing CN 401336 "
74F413,Maxwell Forest,"Level 2, 51 Murray Street Pyrmont NSW AU 2009 "
34F0CA,"Shenzhen Linghangyuan Digital Technology Co.,Ltd.","Building R, Linghangyuan Industrial Park, No. 163 Banxuegang Road, Longgang Distrial, Shenzhen, China Shenzhen Guangdong CN 518129 "
30B5F1,"Aitexin Technology Co., Ltd",1210 PDAY research center streer 2 Peiking  CN 100190 
882950,"Dalian Netmoon Tech Develop Co.,Ltd",Shahekou District NO.19-2 Wansui Street Dalian Liaoning CN 116000 
08CD9B,samtec automotive electronics & software GmbH,Saarstrasse 27 Filderstadt Baden-Wuerttemberg DE 70794 
28FCF6,"Shenzhen Xin KingBrand enterprises Co.,Ltd","Kingbrand Industrial Zone,Nanpu Road,Shang liao ling pi keng,Shajing Town Shenzhen Guangdong CN 518000 "
4C26E7,"Welgate Co., Ltd.","19F, Geopyeong Bldg. 129 Seoul Seoul KR 135726 "
94D60E,"shenzhen yunmao information technologies co., ltd","H4-3A, Twelve Oaks Manor, bulong road shenzhen guanggong CN 518127 "
7C6AC3,"GatesAir, Inc",5300 Kings Island Drive Mason Ohio US 45040 
3CCD5A,Technische Alternative GmbH,Langestr. 124 Amaliendorf Lower Austria AT A-3872 
604826,Newbridge Technologies Int. Ltd.,35/F Central Plaza Hong Kong  CN  
24D13F,"MEXUS CO.,LTD","1512, Seoulsup IT Valley, Seoul Seoul KR 133-822 "
702C1F,Wisol,"377-3, Gajang-dong, Osan-si   KR 447-210 "
9CBD9D,"SkyDisk, Inc.","2F Tenjin central place, Fukuoka-shi Fukuoka JP 810-0001 "
74C621,"Zhejiang Hite Renewable Energy Co.,LTD","NO1320,2th Ring Road(South) Tongxiang City Zhejiang Province CN 314500 "
44C306,SIFROM Inc.,"1201 N. Orange St., Ste 700 #7112 Wilmington DE US 19801-1186 "
54A31B,"Shenzhen Linkworld Technology Co,.LTD","Room 667-675 , sixth floor , Shenzhen Guangdong CN 518055 "
5CE7BF,"New Singularity International Technical Development Co.,Ltd","8F,NorthStar-Ultrapower Tower, No.13 Beiyuan Road, Chaoyang District, Beijing, China Beijing Beijing CN 100107 "
1CEEE8,Ilshin Elecom,"2973, Hagun-ri, Yangchon-eup Gimpo-si Gyeonggi-do KR 415-843 "
6C641A,Penguin Computing,45800 Northport Loop West Fremont CA US 94538 
E036E3,"Stage One International Co., Ltd.","Fl. 5., No. 10., Lane 321, Yangguang St., Taipei City  TW 11491 "
34DE34,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
34466F,HiTEM Engineering,7420 Carroll Road San Diego CA US 92121 
2C39C1,Ciena Corporation,7035 Ridge Road Hanover MD US 21076 
